,date,Dishwasher,Heating,Home office,Fridge,Kitchen,Microwave,Living room,gen,con,dif,month,day,time
0,2016-01-01 05:00:00,0.0038171989999999994,8.077849998,14.508849996999997,2.2716666680000004,0.012350134,1.2991000019999999,0.09028333800000002,0.19841666599999988,26.263917336,-26.065500670000006,1,1,05:00:00
1,2016-01-01 06:00:00,0.005950334,14.194199999999999,2.5976166659999995,4.5313166659999995,0.010866467999999997,0.25296666500000015,0.09708333399999998,0.20530000000000012,21.690000133000005,-21.484700133000004,1,1,06:00:00
2,2016-01-01 07:00:00,0.0025503999999999995,5.965466666999999,2.6049666639999995,3.569133336,0.008033434999999997,0.2547333320000001,0.09771666599999998,0.20690000000000017,12.502600500000003,-12.295700499999999,1,1,07:00:00
3,2016-01-01 08:00:00,0.008300236000000003,22.509200001000007,3.900833334000001,3.624716667,0.010600067000000005,0.25644999800000007,0.09806666499999997,0.2068499980000002,30.408166968,-30.201316970000008,1,1,08:00:00
4,2016-01-01 09:00:00,0.0036171019999999996,9.179999998000001,2.6034999959999996,2.10635,0.007483599999999999,0.255466664,0.09900000399999997,0.20635000100000017,14.255417364000003,-14.049067362999999,1,1,09:00:00
5,2016-01-01 10:00:00,0.004333134999999999,21.653600001,2.5942833320000003,3.0796833329999993,0.008266800999999997,0.25508333400000016,0.09726666799999997,0.20555000300000018,27.692516603999998,-27.486966601,1,1,10:00:00
6,2016-01-01 11:00:00,0.0050337,10.546683334999996,2.596050002999999,3.561616673,0.011283233,0.25271666600000015,0.096383332,0.2053499970000001,17.069766942000008,-16.864416945000006,1,1,11:00:00
7,2016-01-01 12:00:00,0.005233764999999996,12.383650001000001,2.569950000000001,2.9234499959999996,0.007100098999999994,0.2553166710000001,0.09559999899999999,0.20513333600000005,18.240300531000006,-18.035167195,1,1,12:00:00
8,2016-01-01 13:00:00,0.00036740000000000015,1.2330833349999997,2.5066833330000007,2.65668333,0.0019335670000000002,0.2523666660000002,0.093716666,0.38904999599999995,6.744834297,-6.355784301000001,1,1,13:00:00
9,2016-01-01 14:00:00,0.0038667680000000018,7.656866668000001,2.503300002000001,1.6032166690000003,4.8294832009999995,0.8362166659999992,18.910516668000003,6.891966668,36.343466642,-29.451499973999997,1,1,14:00:00
10,2016-01-01 15:00:00,0.0063833339999999975,17.171799998999997,2.4910166690000004,2.62846667,0.010683164000000002,0.2538166680000001,20.027233331,3.0944500000000006,42.589399834999995,-39.494949835000014,1,1,15:00:00
11,2016-01-01 16:00:00,0.006783602999999997,11.779483334000002,5.68283333,7.272116665000001,0.015799932000000003,1.707633333000001,8.705049996,1.1232666670000007,35.16970019299999,-34.046433525999994,1,1,16:00:00
12,2016-01-01 17:00:00,0.006116931999999998,11.203816668000004,2.4791833309999993,7.10358333,0.012583332999999997,0.24773333300000017,6.045316663,1.222766667,27.098333589999992,-25.87556692299999,1,1,17:00:00
13,2016-01-01 18:00:00,0.015200268000000001,26.717750001000002,2.4929333359999997,6.823166667000001,5.313583368999996,1.665999999,5.974933338,1.6194166720000005,49.00356697799999,-47.384150306,1,1,18:00:00
14,2016-01-01 19:00:00,29.262149997999998,2.525799999999999,2.4884666679999996,7.005850002,0.6157832979999998,0.24654999999999988,2.0280666679999997,1.3009000039999998,44.17266663400001,-42.87176663,1,1,19:00:00
15,2016-01-01 20:00:00,30.115883333999996,2.7581499980000004,2.4528499999999998,6.536549998999997,0.026350199,3.9128166679999956,0.09086666499999999,0.13969996799999995,45.893466862999986,-45.753766895000005,1,1,20:00:00
16,2016-01-01 21:00:00,0.051399935999999986,19.884199999,2.5136000000000007,6.472250000999996,0.006749969000000002,0.25230000300000005,2.4894999999999996,0.19633333300000022,31.669999907999994,-31.473666575,1,1,21:00:00
17,2016-01-01 22:00:00,0.006266700999999998,15.584983337,2.5385000000000004,6.772850001,0.0123833,0.25706666999999994,5.940216666000002,0.20528333099999999,31.112266674999997,-30.906983344,1,1,22:00:00
18,2016-01-01 23:00:00,0.003916933,10.796599999999996,2.543366664,14.197633334999997,0.014499969999999996,0.24678333200000005,5.9948499989999995,0.20321666599999985,33.797650233,-33.594433566999996,1,1,23:00:00
19,2016-01-02 00:00:00,0.0051502009999999975,15.370800001,4.895583334999999,8.948349999,0.010466635000000002,3.7700333339999994,9.622533336,0.19286666100000005,42.62291684100001,-42.430050179999995,1,2,00:00:00
20,2016-01-02 01:00:00,0.006616867999999997,14.216700000000001,16.535183332,0.5494666669999999,6.140666701999999,0.8262499979999994,12.124866664999999,0.19891666399999983,50.39975023200001,-50.200833568,1,2,01:00:00
21,2016-01-02 02:00:00,0.0012675999999999996,2.8806999959999997,27.905966665999998,4.755949999999998,0.011466735000000006,0.24854999700000005,0.09651666700000001,0.20390000300000005,35.90041766099999,-35.696517658,1,2,02:00:00
22,2016-01-02 03:00:00,0.002934332,5.531033331000001,25.326399998,0.29030000399999994,0.016816668000000003,0.2536166620000002,0.098433334,0.20596666200000016,31.519534329,-31.313567667,1,2,03:00:00
23,2016-01-02 04:00:00,31.169416869000003,14.755600001000001,5.437799999999999,2.398566661,0.029516732999999996,0.2591833340000001,0.08943333499999997,0.19464999899999993,54.139516932999996,-53.94486693399999,1,2,04:00:00
24,2016-01-02 05:00:00,25.441316668999995,5.212733331000002,3.0552166690000004,4.760400001,0.022316967999999993,0.2542499990000002,0.09653333199999999,0.2043166680000001,38.842766969,-38.638450301,1,2,05:00:00
25,2016-01-02 06:00:00,6.377899967999999,10.551633331999998,3.0647833299999987,0.30371666400000014,0.010716831999999996,0.2536,0.09775,0.20588333500000008,20.660100125999996,-20.454216791000004,1,2,06:00:00
26,2016-01-02 07:00:00,0.017816664000000006,4.712283334999999,3.047400001999998,7.4794166670000015,0.010966465999999996,0.25588333800000007,0.09888333199999998,0.2057166650000001,15.622649803999998,-15.416933139,1,2,07:00:00
27,2016-01-02 08:00:00,0.008616603,24.662816668999994,3.310433334,0.29638332900000003,0.010283498999999995,0.2530333300000001,0.097033335,0.20571666500000013,28.638600098999994,-28.43288343399999,1,2,08:00:00
28,2016-01-02 09:00:00,0.014183234999999999,11.246966669000003,3.085383335,5.524866668,0.009216868000000001,0.2535499940000002,0.096583333,0.20413333099999983,20.230750102000005,-20.026616771,1,2,09:00:00
29,2016-01-02 10:00:00,0.0153167,12.16438333,3.0515666619999986,0.3619999979999998,0.009616967,0.2523166690000002,0.09638333199999999,0.20428333299999996,15.951583658000002,-15.747300325000001,1,2,10:00:00
30,2016-01-02 11:00:00,0.015133164999999999,12.677249997999999,3.061316665,4.81783333,0.011233468999999994,0.25225000400000025,0.09644999600000002,0.20408333399999987,20.931466626999995,-20.72738329300001,1,2,11:00:00
31,2016-01-02 12:00:00,0.010416668999999998,26.011133335,2.955383332999999,0.3610666680000001,4.591449734999999,1.671516667,5.069516668999999,0.22911666199999997,40.670483076000004,-40.441366413999994,1,2,12:00:00
32,2016-01-02 13:00:00,0.011466500999999999,28.766949993000004,2.9859333290000003,5.081266665,0.014800032,0.25046666500000025,10.424616664000002,2.594299999000001,47.53549984900002,-44.941199849999975,1,2,13:00:00
33,2016-01-02 14:00:00,0.003433732999999999,6.041916668,2.9245333299999996,0.646516668,0.007533131999999997,0.256333333,0.081733331,3.131150001000001,9.962000194999995,-6.830850194,1,2,14:00:00
34,2016-01-02 15:00:00,0.009233535000000001,21.406099998999995,2.9595499960000007,4.193549996,0.011766796999999996,0.2534166710000001,0.08361666699999996,13.919199997999998,28.917233660999997,-14.998033663000001,1,2,15:00:00
35,2016-01-02 16:00:00,0.005800368,12.494083331,2.95093333,2.1764666659999996,0.008300000999999998,0.2573666709999998,0.08644999900000001,22.039333329000005,17.979400366000004,4.059932963000002,1,2,16:00:00
36,2016-01-02 17:00:00,0.006200268999999998,12.809766667000005,2.9517833379999994,2.2315333349999986,0.008400200999999998,0.25251666400000017,1.3461333330000003,21.274783331999995,19.60633380700001,1.6684495250000018,1,2,17:00:00
37,2016-01-02 18:00:00,0.006566867,14.170833332,2.9462000009999993,5.4742499989999995,3.5190835000000025,1.127299999,1.250299997,8.446183334,28.494533695,-20.048350361,1,2,18:00:00
38,2016-01-02 19:00:00,0.003200135,5.639016665,2.920250002,0.5426666619999998,0.010333535000000001,0.2577500009999999,5.816783330999998,1.1018166659999997,15.190000330999998,-14.088183665000004,1,2,19:00:00
39,2016-01-02 20:00:00,0.008966729999999997,24.959983337,3.3679166710000015,4.252466670000001,0.008866733999999998,0.25680000099999994,5.844983329999998,0.30309996800000016,38.69998347299998,-38.39688350500001,1,2,20:00:00
40,2016-01-02 21:00:00,0.004766933999999999,15.083999996999996,5.441483334,1.2532666669999997,0.009983168999999998,0.2555666670000001,5.9104166650000005,0.17860000199999995,27.95948343300001,-27.780883431,1,2,21:00:00
41,2016-01-02 22:00:00,0.003516966,12.119933332999999,5.925233331000001,3.4574000030000005,0.008883433999999994,0.2544666659999999,6.5505833319999995,0.20165000299999986,28.320017065,-28.118367061999997,1,2,22:00:00
42,2016-01-02 23:00:00,0.005166665000000002,11.183949998,5.464083333999999,4.694033330000002,0.010566635999999997,0.25428333300000017,5.966416665000001,0.2016333339999999,27.578499961,-27.37686662700001,1,2,23:00:00
43,2016-01-03 00:00:00,0.002900832999999998,8.519199999000003,5.485399998,7.786716666,0.0049999000000000016,0.24524999499999992,5.974999999999999,0.201516673,28.019467391,-27.817950717999995,1,3,00:00:00
44,2016-01-03 01:00:00,25.793300069,13.472400002,18.174433331999996,14.667116666,6.573399935000001,0.8170333319999992,5.9285333300000005,0.2002833339999998,85.426216666,-85.22593333200003,1,3,01:00:00
45,2016-01-03 02:00:00,27.211399996999997,3.216433335000002,28.879099997999994,7.7716833339999996,0.032350097999999994,0.24978333600000013,5.967283335,0.2021500049999999,73.32803343300002,-73.12588342800001,1,3,02:00:00
46,2016-01-03 03:00:00,0.036149983000000004,1.2510666670000006,26.714966671000003,0.29000000000000004,0.017299998000000007,0.2544833330000002,6.058599999999999,0.20318332599999978,34.622566652,-34.419383326,1,3,03:00:00
47,2016-01-03 04:00:00,0.012749932000000002,7.714266665999997,11.048433333000002,6.474049999999998,0.011833298,0.2581333299999999,0.4650000030000002,0.18624999999999994,25.984466562,-25.798216562000004,1,3,04:00:00
48,2016-01-03 05:00:00,0.013449903,12.581500000000004,2.546483334,1.4943500009999995,0.006000300999999997,0.25470000000000015,0.09743333100000003,0.18431666899999982,16.993916869999996,-16.809600200999995,1,3,05:00:00
49,2016-01-03 06:00:00,0.013666565999999996,10.577316668999996,2.543033335000001,5.791416668000001,0.010283235000000002,0.2517166680000001,0.095733331,0.1838666659999999,19.283166471999994,-19.099299805999998,1,3,06:00:00
50,2016-01-03 07:00:00,0.012800068999999999,13.481183336,2.5420333329999996,1.4703833300000007,0.011233365999999998,0.24176666900000016,0.097016667,0.1964999979999999,17.856416769999996,-17.659916772000006,1,3,07:00:00
51,2016-01-03 08:00:00,0.014866604999999996,10.203033331999999,2.5392666650000004,4.798150003,0.007900333999999997,0.2399666670000002,0.09733333200000002,0.1981333339999999,17.900516938,-17.702383603999998,1,3,08:00:00
52,2016-01-03 09:00:00,0.013883234000000005,13.677233332000002,2.543099998,0.3097500029999999,0.0057337649999999974,0.2399833330000002,0.09640000199999998,0.1988833309999999,16.886083667,-16.687200336,1,3,09:00:00
53,2016-01-03 10:00:00,0.014333467000000004,11.864816668999998,2.5408833349999993,4.455100003000001,0.006349830999999999,0.2399500000000002,0.09615,0.19826666499999987,19.217583305,-19.019316639999996,1,3,10:00:00
54,2016-01-03 11:00:00,0.014883302,13.330950002,2.5346333319999994,1.462066669,0.007700099,0.24920000000000023,0.09528333300000001,0.18581666499999996,17.694716736999993,-17.508900072000003,1,3,11:00:00
55,2016-01-03 12:00:00,0.010400171999999994,17.711116665000002,2.4403166700000005,3.1834999999999987,4.410883000999999,0.2508166620000002,0.09143333399999998,0.11870000299999996,28.098466504,-27.979766500999997,1,3,12:00:00
56,2016-01-03 13:00:00,0.002900201,4.087099996999999,2.426949997,3.566050001,0.010583531999999998,0.2503999960000003,0.089383336,1.685866668,10.43336706,-8.747500392000001,1,3,13:00:00
57,2016-01-03 14:00:00,0.010266832000000002,24.054950003999995,2.446766668,1.2308333319999998,0.012133168999999997,0.25029999600000014,0.08806666900000001,13.170933338,28.09331667000001,-14.922383331999999,1,3,14:00:00
